VECTOR,20000,0
Pulse X         
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
0,-8000,-8000
1,-8000,-7920
1,-8000,-7840
1,-8000,-7760
1,-8000,-7680
1,-8000,-7600
1,-8000,-7520
1,-8000,-7440
1,-8000,-7360
1,-8000,-7280
1,-8000,-7200
1,-8000,-7120
1,-8000,-7040
1,-8000,-6960
1,-8000,-6880
1,-8000,-6800
1,-8000,-6720
1,-8000,-6640
1,-8000,-6560
1,-8000,-6480
1,-8000,-6400
1,-8000,-6320
1,-8000,-6240
1,-8000,-6160
1,-8000,-6080
1,-8000,-6000
1,-8000,-5920
1,-8000,-5840
1,-8000,-5760
1,-8000,-5680
1,-8000,-5600
1,-8000,-5520
1,-8000,-5440
1,-8000,-5360
1,-8000,-5280
1,-8000,-5200
1,-8000,-5120
1,-8000,-5040
1,-8000,-4960
1,-8000,-4880
1,-8000,-4800
1,-8000,-4720
1,-8000,-4640
1,-8000,-4560
1,-8000,-4480
1,-8000,-4400
1,-8000,-4320
1,-8000,-4240
1,-8000,-4160
1,-8000,-4080
1,-8000,-4000
1,-8000,-3920
1,-8000,-3840
1,-8000,-3760
1,-8000,-3680
1,-8000,-3600
1,-8000,-3520
1,-8000,-3440
1,-8000,-3360
1,-8000,-3280
1,8000,-3200
1,8000,-3120
1,8000,-3040
1,8000,-2960
1,8000,-2880
1,8000,-2800
1,8000,-2720
1,8000,-2640
1,8000,-2560
1,8000,-2480
1,8000,-2400
1,8000,-2320
1,8000,-2240
1,8000,-2160
1,8000,-2080
1,8000,-2000
1,8000,-1920
1,8000,-1840
1,8000,-1760
1,8000,-1680
1,8000,-1600
1,8000,-1520
1,8000,-1440
1,8000,-1360
1,8000,-1280
1,8000,-1200
1,8000,-1120
1,8000,-1040
1,8000,-960
1,8000,-880
1,8000,-800
1,8000,-720
1,8000,-640
1,8000,-560
1,8000,-480
1,8000,-400
1,8000,-320
1,8000,-240
1,8000,-160
1,8000,-80
1,8000,0
1,8000,80
1,8000,160
1,8000,240
1,8000,320
1,8000,400
1,8000,480
1,8000,560
1,8000,640
1,8000,720
1,8000,800
1,8000,880
1,8000,960
1,8000,1040
1,8000,1120
1,8000,1200
1,8000,1280
1,8000,1360
1,8000,1440
1,8000,1520
1,8000,1600
1,8000,1680
1,8000,1760
1,8000,1840
1,8000,1920
1,8000,2000
1,8000,2080
1,8000,2160
1,8000,2240
1,8000,2320
1,8000,2400
1,8000,2480
1,8000,2560
1,8000,2640
1,8000,2720
1,8000,2800
1,8000,2880
1,8000,2960
1,8000,3040
1,8000,3120
1,-8000,3200
1,-8000,3280
1,-8000,3360
1,-8000,3440
1,-8000,3520
1,-8000,3600
1,-8000,3680
1,-8000,3760
1,-8000,3840
1,-8000,3920
1,-8000,4000
1,-8000,4080
1,-8000,4160
1,-8000,4240
1,-8000,4320
1,-8000,4400
1,-8000,4480
1,-8000,4560
1,-8000,4640
1,-8000,4720
1,-8000,4800
1,-8000,4880
1,-8000,4960
1,-8000,5040
1,-8000,5120
1,-8000,5200
1,-8000,5280
1,-8000,5360
1,-8000,5440
1,-8000,5520
1,-8000,5600
1,-8000,5680
1,-8000,5760
1,-8000,5840
1,-8000,5920
1,-8000,6000
1,-8000,6080
1,-8000,6160
1,-8000,6240
1,-8000,6320
1,-8000,6400
1,-8000,6480
1,-8000,6560
1,-8000,6640
1,-8000,6720
1,-8000,6800
1,-8000,6880
1,-8000,6960
1,-8000,7040
1,-8000,7120
1,-8000,7200
1,-8000,7280
1,-8000,7360
1,-8000,7440
1,-8000,7520
1,-8000,7600
1,-8000,7680
1,-8000,7760
1,-8000,7840
1,-8000,7920
1,-8000,8000
